Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,0.933333333333333,1,0.933333333333333,0.933333333333333,0.833333333333333,1,0.933333333333333,1,0.933333333333333,0.933333333333333,0.96551724137931,0.966666666666667
mean,550.016481481481,544.502482758621,581.447703703704,556.915592592593,565.7275,563.174,434.651333333333,449.331413793103,443.683074074074,456.894142857143,423.420962962963,437.093551724138
median,545.408,539.314,587.646,545.644,564.7035,556.946,415.684,445.595,423.34,443.601,401.17,451.585
