Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,1,1,1,1,1,0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,0.966666666666667,1,0.96551724137931
mean,660.5944,672.292466666667,669.480689655172,681.404866666667,681.066533333333,694.286892857143,491.313,455.729384615385,478.352071428571,487.158285714286,498.937666666667,473.587814814815
median,665.369,656.1995,674.83,677.193,670.0945,697.106,465.48,426.923,483.9615,466.4005,507.266,454.466
