Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,1,0.9,1,0.9,0.833333333333333,0.866666666666667,0.866666666666667,0.9,1,0.933333333333333,0.966666666666667,1
mean,565.557448275862,583.975846153846,589.645310344827,569.727576923077,554.24128,588.775307692308,506.67268,471.808884615385,471.435642857143,427.700259259259,378.344592592593,437.124586206897
median,554.897,571.477,593.01,563.6035,540.508,584.356,507.301,444.6585,426.6675,393.229,374.494,411.269
