Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,0.966666666666667,0.966666666666667,0.966666666666667,1,0.966666666666667,1,0.933333333333333,0.866666666666667,0.966666666666667,1,1,1
mean,666.810259259259,676.679,707.286678571429,650.565931034483,643.925448275862,665.487793103448,592.8515,628.88612,656.605034482759,520.393172413793,533.41724137931,518.144896551724
median,672.176,661.379,692.637,643.924,637.344,657.05,582.976,614.415,646.657,520.209,528.995,516.491
