Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,1,1,1,0.933333333333333,0.933333333333333,0.866666666666667,0.966666666666667,0.966666666666667,1,1,1,1
mean,595.685466666666,595.714206896552,600.567655172414,598.854892857143,563.331285714286,561.01344,530.545172413793,480.880310344828,576.659233333333,403.833066666667,415.976,393.86875862069
median,590.514,592.325,601.253,607.7685,546.583,549.84,518.626,460.571,562.326,403.035,407.6945,374.337
