Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,0.966666666666667,0.933333333333333,0.866666666666667,0.833333333333333,0.833333333333333,1,0.966666666666667,0.866666666666667,1,0.866666666666667,0.966666666666667,1
mean,663.399035714286,680.651481481482,701.21324,640.223,671.99725,722.948892857143,708.535068965517,729.63604,681.691433333333,682.728807692308,569.371275862069,588.761233333333
median,652.518,605.076,686.241,630.3895,649.1995,705.4995,655.739,692.029,632.192,573.3615,541.263,571.0535
