Row,motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
code,111,112,113,121,122,123,211,212,213,221,222,223
acc,1,0.933333333333333,1,1,0.966666666666667,1,0.928571428571429,0.933333333333333,0.966666666666667,0.933333333333333,0.966666666666667,0.933333333333333
mean,683.926833333333,705.188214285715,704.47675862069,710.8037,716.305071428572,720.117482758621,694.56824,625.508444444445,761.624571428571,675.42837037037,653.410655172414,624.10337037037
median,662.737,671.273,710.957,717.927,721.6255,705.507,710.983,618.437,762.144,647.117,628.061,611.277
