motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
0.00146984964563195,0.00151625152745536,0.00156716008277713,0.0013249856691622,0.00142965767143187,0.00152784503024206,0.00220848883953968,0.00228372242976096,0.00216754443195465,0.0023119302112673,0.00259325540946595,0.00230616917165325
0.00160467366116079,0.00169275178356792,0.00161424539274187,0.00151678572780843,0.00141538407565893,0.00154762810001516,0.00203713431834228,0.00180313889174731,0.00181110803547816,0.00181459381443764,0.00209604598392183,0.00196339603704037
0.00154759155006917,0.00154663227781351,0.00149402241631233,0.00159759959595641,0.00162493124159483,0.00147385702857414,0.00200746109788764,0.00227984661191995,0.00213153872472978,0.00215966321594764,0.00225782918954943,0.00210955792686032
0.00150065933278927,0.00139162123409899,0.00143164113515714,0.00137275740059235,0.00153770002209675,0.00142230320522403,0.00166216068279268,0.00159561941945864,0.00157632152001749,0.00176666750681521,0.00180733212956981,0.00173626866141557
0.00146214470797437,0.00132352372661064,0.00141949324482744,0.00140685818039495,0.00134951811068262,0.0013886623001697,0.00133690453305413,0.00149211947755923,0.00126921675446145,0.00138183910282232,0.00147941674812694,0.00149547875823752
0.00167873828716318,0.00167865729644023,0.00166509133714988,0.0015585300286692,0.0016568107559478,0.00154482335871787,0.00182202518641094,0.00201020221845534,0.00173412639943278,0.00247627072308426,0.00240398484527954,0.00253891677903562
0.00139350798075956,0.00139886695506951,0.00135944543626667,0.00140238272328518,0.00140357507026103,0.00144187609997123,0.00189033582193944,0.00162997687564792,0.00161431409009166,0.00182346391871073,0.00219646307943245,0.00193315715827764
0.00143286471671668,0.00144596426210289,0.0014376284191536,0.00135104351223276,0.00147703363734233,0.00139264628602512,0.0016167759256891,0.00161772753283825,0.00163279517530421,0.00175340693639444,0.00191226779134389,0.00195508745175996
0.00153190369037712,0.00138239974721833,0.00141024717694046,0.00149186560280073,0.00141747441218508,0.00142135073986038,0.00147040861001063,0.00134787194981292,0.00140928228812223,0.00174764851992027,0.00164204915693091,0.00167109081906337
0.00133874191221001,0.00135595751459677,0.00137153464037747,0.00133538841936427,0.00137759736907405,0.00137745613958275,0.00167020221598974,0.00154765212310139,0.00152609731659468,0.001375296091152,0.00169721220145917,0.00183593609914251
0.00136696139244026,0.00134171555542722,0.00152837158012455,0.00159284139726684,0.00148780031295237,0.00164359419364646,0.00249175251398496,0.00222958001933859,0.00214795299695827,0.00240679465891914,0.00235552374786246,0.00271900456680257
0.00169691884653962,0.0018365389170196,0.00159118657989991,0.00165842572922291,0.0014730295651764,0.00174919097002318,0.00210151992428524,0.00219318333762588,0.00206384298198354,0.00204277806560799,0.00222847271551381,0.00221157842034869
0.00176816697056782,0.00154115963173398,0.00167578610847051,0.0015651412765434,0.00150355695868293,0.00147198201987028,0.00165603278043396,0.00184180166706547,0.00205629366255966,0.00211682074907698,0.00243328199715916,0.0022305968742646
0.00142519378716222,0.00151033556479337,0.00143732487869102,0.00149395376305832,0.00149766102788969,0.00157462939739693,0.00158326577611061,0.00158853181694204,0.00158891491885519,0.00175942040704928,0.00186121967119308,0.00148559981007061
0.00158980633138252,0.00156560421807176,0.00148970450320788,0.00154862267322436,0.00155111023979867,0.00156881285114779,0.00160706112660556,0.00162510752117637,0.00158974500013274,0.00175537965351146,0.00166039526151973,0.00172804472990154
0.00145714210396138,0.00137123529254924,0.00123595308420969,0.00130162979670104,0.00124008443982968,0.00138322364122854,0.0013643173203523,0.00118780682306574,0.00146693936743521,0.00126941569903295,0.00169777912523435,0.00169848139344772
